Character Number	State Number	SimJ Score	NIC Score
159	1	0.0043956043956	0.563419567913
159	0	0.00439399487367	0.563419567913
53	1	1.0	0.960894881429
53	0	0.75	0.851112934334
136	0	0.62	0.859809616338
136	1	0.62	0.859809616338
98	0	1.0	0.898914734909
98	1	0.22453928225	0.85529386606
98	2	1.0	0.960894881429
139	1	0.070821529745	0.7487001548
139	0	0.0710227272727	0.7487001548
174	0	1.0	0.851112934334
174	1	1.0	0.851112934334
50	0	0.0105263157895	0.607212776993
50	1	0.0105263157895	0.595095850209
188	2	1.0	0.93801985348
27	0	0.244755244755	0.80105416237
27	1	0.341463414634	0.80105416237
117	1	0.75	0.825613397796
117	0	0.375	0.825613397796
65	0	0.0016172171425	0.595268510668
46	0	0.0987261146497	0.851112934334
6	2	1.0	0.93801985348
6	3	0.0106857780448	0.56691822377
6	0	1.0	0.93801985348
6	1	1.0	0.960894881429
6	4	0.00602300351947	0.563616571206
93	0	1.0	0.898914734909
177	1	0.19298245614	0.655336041461
177	0	0.19298245614	0.611139486386
20	1	0.00857731015554	0.594923716555
20	0	0.00857731015554	0.594923716555
118	0	1.0	0.85529386606
118	1	1.0	0.85529386606
9	1	0.224066390041	0.759513409712
110	1	1.0	0.93801985348
110	2	1.0	0.93801985348
71	2	0.00137066771098	0.509380495349
71	1	0.0082135523614	0.509380495349
71	0	0.0689655172414	0.607212776993
90	0	1.0	0.960894881429
90	1	1.0	0.960894881429
182	1	1.0	0.960894881429
182	0	1.0	0.960894881429
196	0	0.456491520712	0.898914734909
182	2	0.0102909162874	0.790492293611
55	1	0.00397914379802	0.635729971865
55	0	0.00397914379802	0.635729971865
55	2	1.0	0.825613397796
134	2	1.0	0.921789762858
134	0	1.0	0.890218052905
134	1	1.0	0.890218052905
28	1	0.0119225037258	0.546493191447
28	0	0.0191387559809	0.93801985348
172	0	0.0776289753664	0.890218052905
172	1	0.455302329493	0.960894881429
137	1	1.0	0.851112934334
137	0	1.0	0.851112934334
137	2	1.0	0.960894881429
145	0	1.0	0.921789762858
189	0	0.25	0.828237906385
48	2	0.666056006281	0.864718516367
200	0	0.391304347826	0.882684644288
200	1	0.391304347826	0.898914734909
145	1	1.0	0.921789762858
63	0	0.847826086957	0.85529386606
52	0	0.197183098592	0.737978510347
52	1	0.197183098592	0.695453146997
79	1	0.00345213659265	0.533867745471
79	0	0.00345213659265	0.533867745471
154	0	0.870967741935	0.859809616338
154	1	0.870967741935	0.859809616338
44	1	0.00303903997506	0.579103304194
44	0	0.00363636363636	0.579103304194
77	1	1.0	0.833884290908
175	1	0.461538461538	0.921789762858
175	0	0.461538461538	0.921789762858
119	0	0.00388923459863	0.757178589878
184	3	0.447619047619	0.909200726536
181	2	0.0160901045857	0.743682025775
181	0	0.0160901045857	0.743682025775
181	1	0.0173761946134	0.743682025775
95	1	0.179487179487	0.625032177233
95	0	0.179487179487	0.677463816625
22	1	0.334242837653	0.810028077172
22	0	1.0	0.898914734909
112	0	1.0	0.960894881429
112	1	1.0	0.960894881429
47	0	0.666666666667	0.898914734909
47	1	0.666666666667	0.93801985348
92	0	1.0	0.960894881429
92	1	0.571428571429	0.93801985348
21	0	0.972222222222	0.921789762858
21	1	0.972222222222	0.93801985348
119	1	0.00388923459863	0.757178589878
77	0	0.333333333333	0.796283708449
111	1	0.756076513735	0.960894881429
111	0	0.756076513735	0.960894881429
70	2	0.980769230769	0.890218052905
70	3	0.980769230769	0.921789762858
70	0	0.980769230769	0.909200726536
70	1	0.980769230769	0.909200726536
85	1	0.907029478458	0.859809616338
197	1	0.35632183908	0.898914734909
197	0	0.35632183908	0.898914734909
132	0	0.333333333333	0.960894881429
132	1	0.333333333333	0.93801985348
135	1	0.3975	0.808115461445
135	0	0.3975	0.808115461445
62	1	0.00313199105145	0.525281404968
62	0	0.00313199105145	0.525281404968
61	0	1.0	0.840159280941
61	1	1.0	0.830990489394
178	0	0.95652173913	0.93801985348
178	1	0.95652173913	0.960894881429
29	0	0.137931034483	0.607212776993
29	1	0.137931034483	0.595095850209
156	0	0.207317073171	0.644945670968
156	1	0.207317073171	0.602450987245
173	1	1.0	0.864718516367
173	0	1.0	0.864718516367
8	0	1.0	0.921789762858
8	1	1.0	0.909200726536
188	1	0.363636363636	0.859809616338
188	0	1.0	0.851112934334
190	0	0.30303030303	0.823105573348
190	1	0.30303030303	0.898914734909
190	2	0.30303030303	0.93801985348
155	1	1.0	0.921789762858
155	0	0.00239200387277	0.639012001175
45	0	1.0	0.93801985348
45	1	1.0	0.921789762858
198	0	0.0471698113208	0.639578060378
198	1	0.0469483568075	0.639578060378
78	0	1.0	0.851112934334
78	1	1.0	0.851112934334
180	2	0.857142857143	0.816188747489
180	1	0.857142857143	0.823105573348
180	0	0.857142857143	0.818401453076
23	0	0.583333333333	0.960894881429
23	1	0.583333333333	0.960894881429
94	0	1.0	0.960894881429
94	1	1.0	0.960894881429
94	2	1.0	0.898914734909
113	1	0.235583492758	0.960894881429
113	0	0.235583492758	0.960894881429
170	2	0.10593220339	0.697533263191
170	0	0.122549019608	0.697533263191
170	1	0.10593220339	0.697533263191
187	0	1.0	0.960894881429
187	1	1.0	0.960894881429
42	1	1.0	0.960894881429
42	0	0.5	0.898914734909
42	2	0.5	0.898914734909
63	1	0.847826086957	0.921789762858
13	1	0.984615384615	0.909200726536
13	0	0.984615384615	0.909200726536
10	0	1.0	0.898914734909
10	1	0.571428571429	0.836934588389
10	2	1.0	0.898914734909
97	1	0.794117647059	0.836934588389
97	0	0.794117647059	0.836934588389
192	0	0.0188524590164	0.656732253027
24	1	0.942041712404	0.898914734909
24	0	0.942041712404	0.921789762858
199	1	0.92	0.85529386606
93	1	1.0	0.898914734909
199	0	0.788571428571	0.909200726536
185	0	1.0	0.93801985348
185	1	1.0	0.93801985348
179	1	0.92	0.87603970696
179	0	0.92	0.87603970696
150	0	0.8	0.882684644288
150	1	0.8	0.882684644288
48	1	0.78125	0.909200726536
48	0	0.964912280702	0.93801985348
157	1	1.0	0.808115461445
157	0	1.0	0.808115461445
99	1	0.561403508772	0.812007815763
99	0	0.561403508772	0.812007815763
64	1	0.329096530402	0.960894881429
64	0	0.329096530402	0.960894881429
191	1	0.0232558139535	0.595095850209
191	0	0.0232558139535	0.607212776993
123	0	1.0	0.960894881429
123	1	1.0	0.960894881429
176	0	0.171428571429	0.618468708166
176	1	0.171428571429	0.618468708166
120	1	0.137440758294	0.706717637322
120	0	0.137440758294	0.706717637322
18	0	1.0	0.960894881429
18	1	1.0	0.93801985348
158	0	0.72	0.921789762858
158	1	0.72	0.921789762858
192	1	0.0102908277405	0.656732253027
84	1	1.0	0.847220580016
40	2	0.959200326397	0.960894881429
40	1	0.00659567159052	0.68940702852
40	0	0.959200326397	0.960894881429
88	1	1.0	0.851112934334
88	0	1.0	0.851112934334
91	1	1.0	0.898914734909
91	0	1.0	0.909200726536
171	1	0.451612903226	0.697005999907
171	0	0.451612903226	0.665321943232
186	1	0.333333333333	0.898914734909
186	0	1.0	0.960894881429
186	3	1.0	0.960894881429
186	2	1.0	0.93801985348
43	0	0.194989948972	0.960894881429
43	1	0.194989948972	0.960894881429
43	2	0.194989948972	0.960894881429
9	0	0.335403726708	0.759513409712
12	0	0.0294117647059	0.607212776993
12	1	0.0294117647059	0.595095850209
108	1	0.00290697674419	0.697798754321
109	0	0.614035087719	0.833884290908
109	1	0.614035087719	0.820704497767
108	0	0.0027868852459	0.697798754321
96	0	1.0	0.85529386606
96	1	1.0	0.85529386606
80	1	1.0	0.847220580016
80	0	1.0	0.847220580016
128	1	1.0	0.859809616338
128	0	1.0	0.859809616338
15	1	0.75	0.898914734909
15	0	0.75	0.909200726536
49	0	0.40625	0.87603970696
49	1	0.40625	0.777083628918
184	2	0.447619047619	0.833884290908
66	1	0.228915662651	0.750027669243
66	0	0.228915662651	0.777083628918
101	0	0.0810126582278	0.614624203375
101	1	0.0810126582278	0.614624203375
83	0	0.7	0.921789762858
83	1	0.7	0.921789762858
25	1	0.508196721311	0.898914734909
39	3	0.111111111111	0.851112934334
39	2	0.111111111111	0.851112934334
39	1	0.0666666666667	0.631961746884
39	0	0.111111111111	0.607212776993
46	1	0.0987261146497	0.851112934334
65	1	0.00400153905348	0.595268510668
65	2	0.00400030771598	0.595268510668
65	3	0	0
122	1	0.865384615385	0.93801985348
122	0	0.865384615385	0.93801985348
183	0	1.0	0.960894881429
183	1	1.0	0.864718516367
145	2	0.5	0.843579525717
145	3	1.0	0.921789762858
2	0	1.0	0.864718516367
2	1	1.0	0.960894881429
194	0	1.0	0.921789762858
194	1	1.0	0.93801985348
5	2	0.234375	0.85529386606
146	1	0.122538293217	0.717693559027
146	0	0.122807017544	0.717693559027
184	1	0.447619047619	0.828237906385
