1	0	UBERON_0018297PATO_0000586	C_EQ_1
1	0	UBERON_0018296PATOTEMP_8822e54b-89f9-431a-8a20-25698b53353c	C_EQ_2
1	1	UBERON_0018297PATO_0000587	C_EQ_1
1	1	UBERON_0018296PATOTEMP_e76c6090-bd06-405b-9487-9b25ed5e341e	C_EQ_2
1	2	UBERON_0018297PATO_0000462	C_EQ_1
1	2	UBERON_0018296PATOTEMP_e76c6090-bd06-405b-9487-9b25ed5e341e	C_EQ_2
2	0	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0001786	C_EQ_2
2	1	BSPO_0000379BFO_0000050UBERON_0004747PATO_0001875	C_EQ_3
2	1	BSPO_0000379BFO_0000050UBERON_0004747PATO_0001369	C_EQ_4
3	0	UBERONTEMP_000a0d60-aa06-477d-936c-ba14ac4f0c2dRO_0002219UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0cPATO_0000462	C_EQ_1
3	1	UBERONTEMP_000a0d60-aa06-477d-936c-ba14ac4f0c2dRO_0002219UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0cPATO_0000467	C_EQ_1
4	0	UBERON_0001095PATO_0000119PATO_decreased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001095	C_EQ_1
4	1	UBERON_0001095PATO_0000119PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001095	C_EQ_1
5	0	CL_0000855UBERON_attaches_toUBERON_0002233PATO_0000467	C_EQ_1
5	0	CL_0000855UBERON_attaches_toUBERON_0018374PATO_0000462	C_EQ_2
5	1	CL_0000855UBERON_attaches_toUBERON_0002233PATO_0000467	C_EQ_1
5	1	CL_0000855UBERON_attaches_toUBERON_0018374PATO_0000467	C_EQ_2
5	2	CL_0000855UBERON_attaches_toUBERON_0018374PATO_0000467	C_EQ_1
5	2	CL_0000855UBERON_attaches_toUBERON_0002233PATO_0000462	C_EQ_2
6	0	UBERON_3000003PATO_0000462	C_EQ_1
6	0	UBERON_3000003PATO_0001961UBERON_0001681	C_EQ_2
6	1	UBERON_3000003PATO_0000574	C_EQ_1
6	1	UBERON_3000003PATO_0001590UBERON_2001840BFO_0000050UBERON_0001681	C_EQ_2
6	1	UBERON_3000003PATO_0002525UBERON_2001840BFO_0000050UBERON_0001681	C_EQ_3
6	2	UBERON_3000003PATO_0002525UBERON_0001681	C_EQ_1
6	2	UBERON_3000003PATO_0001961UBERON_0004866	C_EQ_2
6	2	UBERON_3000003PATO_0000573	C_EQ_3
6	3	UBERON_3000003PATO_0002525UBERON_0000209	C_EQ_1
6	4	UBERON_3000003RO_0002150UBERON_0000209PATO_0001193UBERON_0001681	C_EQ_1
7	0	UBERON_0005932UBERON_attaches_toUBERON_0001137BSPO_0000103UBERON_0001467PATO_0000462	C_EQ_1
7	1	UBERON_0005932UBERON_attaches_toUBERON_0001137BSPO_0000103UBERON_0001467PATO_0000467	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0000462	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0000462	C_EQ_2
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0002235	C_EQ_3
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0002235	C_EQ_4
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0001890	C_EQ_1
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0001890	C_EQ_2
8	1	UBERON_0004529BFO_0000050BSPO_0000685BFO_0000050UBERON_0004627PATO_0000467	C_EQ_3
8	1	UBERON_0004529BFO_0000050BSPO_0000685BFO_0000050UBERON_0004626PATO_0000467	C_EQ_4
9	0	UBERON_2001671PATO_0000070	C_EQ_1
9	1	UBERON_2001671PATO_0000070	C_EQ_1
10	0	UBERON_0011171PATO_0001633UBERON_0006054	C_EQ_1
10	1	UBERON_0011171PATOTEMP_52f3e901-bb22-4109-a2ea-9abcc859dd66UBERON_0006054	C_EQ_1
10	2	UBERON_0011171PATO_0001632UBERON_0006054	C_EQ_1
11	0	UBERON_0018371PATO_0000587	C_EQ_1
11	1	UBERON_0018371PATO_0000586	C_EQ_1
11	1	UBERON_0018371PATO_0000599	C_EQ_2
12	0	UBERON_0003100BFO_0000051UBERON_0012478BFO_0000050BSPO_0000079PATO_0000462	C_EQ_1
12	1	UBERON_0003100BFO_0000051UBERON_0012478BFO_0000050BSPO_0000079PATO_0000467	C_EQ_1
13	0	UBERON_0001094RO_0002150UBERON_0001273PATO_0000467	C_EQ_1
13	1	UBERON_0001094RO_0002150UBERON_0001273PATO_0000462	C_EQ_1
14	0	UBERON_2001805PATO_0001505UBERON_0011637	C_EQ_1
14	1	UBERON_2001805PATO_0000642UBERON_0011637	C_EQ_1
15	0	UBERON_0001424PATO_0000587UBERON_0000976	C_EQ_1
15	1	UBERON_0001424PATO_0000586UBERON_0000976	C_EQ_1
16	0	UBERON_0003100BFO_0000051UBERON_0001003PHENOSCAPE_extends_toBSPO_0000071BFO_0000050UBERON_0000162PATO_0000462	C_EQ_1
16	1	UBERON_0003100BFO_0000051UBERON_0001003PHENOSCAPE_extends_toBSPO_0000071BFO_0000050UBERON_0000162PATO_0000467	C_EQ_1
17	0	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000651UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
17	1	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000642UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
18	0	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000651UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
18	1	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000642UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
19	0	UBERON_0017249PATO_0002034	C_EQ_1
19	1	UBERON_0017249PATO_0001786	C_EQ_1
19	2	UBERON_0017249PATO_0000462	C_EQ_1
20	0	UBERON_0001695RO_0002150UBERON_0000210PATO_0000467	C_EQ_1
20	0	UBERON_0001695RO_0002150UBERON_0003113PATO_0000467	C_EQ_2
20	1	UBERON_0001695RO_0002150UBERON_0000210PATO_0000462	C_EQ_1
20	1	UBERON_0001695RO_0002150UBERON_0003113PATO_0000462	C_EQ_2
21	0	UBERON_0004704BFO_0000050UBERON_0004302BFO_0000050UBERON_0003622PATO_0002034	C_EQ_1
21	1	UBERON_0004704BFO_0000050UBERON_0004302BFO_0000050UBERON_0003622PATO_0001786	C_EQ_1
21	1	UBERON_0018306BFO_0000050UBERON_0004302BFO_0000050UBERON_0003622PATO_0000467	C_EQ_2
22	0	UBERON_2000356PATO_0000122PATO_increased_in_magnitude_relative_toPATO_0000921BFO_0000052UBERON_2000356	C_EQ_1
22	1	UBERON_2000356PATO_0000600PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_2000356	C_EQ_1
23	0	UBERONTEMP_d5858eeb-975b-4ad6-b564-1d71f03f25f4BSPO_0000099UBERON_0018341PATO_0000462	C_EQ_1
23	1	UBERONTEMP_d5858eeb-975b-4ad6-b564-1d71f03f25f4BSPO_0000099UBERON_0018341PATO_0000467	C_EQ_1
