1	0	UBERON_0018297PATO_0000586	C_EQ_1
1	0	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_7535b6a1-f4ae-467a-8401-8e5ad78bc50bBFO_0000050UBERON_0001708	C_EQ_2
1	1	UBERON_0018297PATO_0000467	C_EQ_1
1	1	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_43b08bf0-7b79-4c56-a8a8-a5a175646bcaBFO_0000050UBERON_0001708	C_EQ_2
1	2	UBERON_0018297PATO_0000462	C_EQ_1
1	2	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_43b08bf0-7b79-4c56-a8a8-a5a175646bcaBFO_0000050UBERON_0001708	C_EQ_2
2	0	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERON_0003113PATO_0001875	C_EQ_2
3	0	UBERONTEMP_65267252-c554-4d25-acbb-e1d1a95d1367PATO_0000140UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
3	1	UBERONTEMP_65267252-c554-4d25-acbb-e1d1a95d1367PATO_0000140UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
4	0	UBERON_0001095BFO_0000051UBERON_0001076BFO_0000051UBERON_0006065PATO_0000119PATO_decreased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001075	C_EQ_1
4	1	UBERON_0001095BFO_0000051UBERON_0001076BFO_0000051UBERON_0006065PATO_0000119PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001075	C_EQ_1
5	0	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	C_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	C_EQ_2
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	C_EQ_1
5	1	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	C_EQ_2
5	2	CL_0000855PATO_0000299	C_EQ_1
5	2	CL_0000855PATO_0000300	C_EQ_2
6	0	UBERON_3000003PATO_0000462	C_EQ_1
6	0	UBERON_3000003PATO_0001961UBERON_0001681	C_EQ_2
6	1	UBERON_3000003PATO_0000569	C_EQ_1
6	1	UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	2	UBERON_3000003PATO_0001961UBERON_0000209	C_EQ_1
6	2	UBERON_0004529BFO_0000050BSPO_0000072BFO_0000050UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	3		C_EQ_1
6	4		C_EQ_1
7	0	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000462	C_EQ_1
7	1	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000467	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0000462	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0002235	C_EQ_2
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0000462	C_EQ_3
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0002235	C_EQ_4
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0001890	C_EQ_1
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0001890	C_EQ_2
9	0	UBERON_4300020PATO_0000141	C_EQ_1
9	1	UBERON_4300020PATO_0000141	C_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0006054	C_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0002443UBERON_0006054	C_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0006054	C_EQ_1
11	0	UBERON_0018371PATO_0000587	C_EQ_1
11	1	UBERON_0018371PATO_0001154	C_EQ_1
11	1	UBERON_0018371PATO_0000599	C_EQ_2
12	0	UBERON_0017164BFO_0000050UBERON_0003100PATO_0000462	C_EQ_1
12	1	UBERON_0017164BFO_0000050UBERON_0003100PATO_0000467	C_EQ_1
13	0	UBERON_0002228RO_0002150UBERON_0003690PATO_0001961UBERON_0001273	C_EQ_1
13	1	UBERON_0002228RO_0002150UBERON_0003690PATO_0001505UBERON_0001273	C_EQ_1
14	0	UBERON_2001805PATO_0001505UBERON_0011637	C_EQ_1
14	1	UBERON_2001805PATO_0000642UBERON_0011637	C_EQ_1
15	0	UBERON_0001424PATO_0000574UBERON_0000976	C_EQ_1
15	1	UBERON_0001424PATO_0000573UBERON_0000976	C_EQ_1
16	0	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
16	1	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
17	0	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0001505UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
17	1	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000642UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
18	0	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0001505UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
18	1	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000642UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
19	0	UBERON_0017249PATOTEMP_90096f39-aa24-414f-b81a-58ac76cd112c	C_EQ_1
19	1	UBERON_0017249PATO_0002533	C_EQ_1
19	2	UBERON_0017249PATO_0000462	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0000210	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0003113	C_EQ_2
20	1	UBERON_0001695PATO_0001505UBERON_0000210	C_EQ_1
20	1	UBERON_0001695PATO_0001505UBERON_0003113	C_EQ_2
21	0	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
21	1	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
22	0	UBERON_2000356PATO_0000122PATO_increased_in_magnitude_relative_toPATO_0000921BFO_0000052UBERON_2000356	C_EQ_1
22	1	UBERON_2000356PATO_0000921PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_2000356	C_EQ_1
23	0	UBERON_0002397BSPO_0000120UBERON_0000468BSPO_0000099UBERON_0018341PATO_0001505UBERON_0002397BSPO_0000121UBERON_0000468BSPO_0000099UBERON_0018341	C_EQ_1
23	1	UBERON_0002397BSPO_0000120UBERON_0000468BSPO_0000099UBERON_0018341PATO_0001961UBERON_0002397BSPO_0000121UBERON_0000468BSPO_0000099UBERON_0018341	C_EQ_1
24	0	UBERON_0018334PATO_0001961UBERON_0018337	C_EQ_1
24	1	UBERON_0018334PATO_0001505UBERON_0018337	C_EQ_1
25	0	UBERON_4200152PATO_0000462	C_EQ_1
25	1	UBERON_4200152PATO_0000467	C_EQ_1
26	0	UBERON_0000152BSPO_0000120UBERON_0000468PATO_0002233UBERON_0000152BSPO_0000121UBERON_0000468	C_EQ_1
26	1	UBERON_0000152BSPO_0000120UBERON_0000468PATO_0001590UBERON_0000152BSPO_0000121UBERON_0000468	C_EQ_1
26	1	UBERON_0000152BSPO_0000120UBERON_0000468PATO_0002259UBERON_0000152BSPO_0000121UBERON_0000468	C_EQ_2
27	0	UBERON_0002228BSPO_0000099UBERON_0001092PATOTEMP_05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	C_EQ_1
27	1	UBERON_0002228BSPO_0000099UBERON_0001092PATOTEMP_09c64970-0329-4bad-9e19-2d2a9995742c	C_EQ_1
28	0	UBERON_2002283BFO_0000050UBERON_4000164PATO_0000467	C_EQ_1
28	1	UBERON_2002283BFO_0000050UBERON_4000164BFO_0000050UBERON_2000178PATO_0000467	C_EQ_1
28	1	UBERON_2002283BFO_0000050UBERON_4000164BFO_0000050UBERON_2000178PATOTEMP_a5ae04f1-1601-4881-b043-f326b6a2861b	C_EQ_2
29	0	UBERONTEMP_e32cebb4-2761-416b-aa1a-e94abfde6f99BFO_0000050UBERON_0003101PATO_0000462	C_EQ_1
29	1	UBERONTEMP_e32cebb4-2761-416b-aa1a-e94abfde6f99PATO_0000467	C_EQ_1
30	0	UBERON_2000422PATO_0000140PHENOSCAPE_complement_ofPATOTEMP_b65b4440-adac-459d-a9ec-dd491662621eUBERON_0004529BFO_0000050UBERON_0004744	C_EQ_1
30	1	UBERON_2000422PATOTEMP_b65b4440-adac-459d-a9ec-dd491662621eUBERON_0004529BFO_0000050UBERON_0004744	C_EQ_1
31	0	UBERON_0005094BFO_0000053PATOTEMP_6734e62a-dd4a-43cc-8e59-c6ac7280e12cPATO_0000462	C_EQ_1
31	1	UBERON_0005094BFO_0000053PATOTEMP_6734e62a-dd4a-43cc-8e59-c6ac7280e12cPATO_0000467	C_EQ_1
32	0	UBERONTEMP_0238a879-c73c-4c7a-953b-9f5cda48db02PATO_0000467	C_EQ_1
32	1	UBERONTEMP_0238a879-c73c-4c7a-953b-9f5cda48db02PATO_0000462	C_EQ_1
33	0	UBERON_0004649PATO_0002391	C_EQ_1
33	0	UBERON_0004529BFO_0000050BSPO_0000028BFO_0000050UBERON_0004649PATO_0000467	C_EQ_2
