Character Number	State Number	SimJ Partial Recall
1	0	0.140989816195
1	1	0.22345961932
1	2	0.17083544597
2	0	0.157142857143
2	1	0.24957000344
3	0	0.0
3	1	0.0
4	0	0.0
4	1	0.0
5	0	0.351061240901
5	1	0.547460804362
5	2	0.0
6	0	0.41688712522
6	1	0.418647619047
6	2	0.184795668274
6	3	0.0
6	4	0.0
7	0	0.347368421053
7	1	0.525
8	0	0.0667847204656
8	1	0.049815498155
9	0	0.0995260663507
9	1	0.137254901961
10	0	0.0
10	1	0.872727272727
10	2	0.0
11	0	0.139146567718
11	1	0.208526413346
12	0	0.531914893617
12	1	0.896551724138
13	0	0.142857142857
13	1	0.0
14	0	0.00120059397807
14	1	0.451154013645
15	0	0.0
15	1	0.0
16	0	0.0
16	1	0.0
17	0	0.0035279025016
17	1	0.0035279025016
18	0	0.00324587503381
18	1	0.00324587503381
19	0	0.192429022082
19	1	0.481553398058
19	2	0.953846153846
20	0	0.683193708326
20	1	0.00353205097609
21	0	0.0383064516129
21	1	0.117021276596
22	0	0.738461538462
22	1	0.738461538462
23	0	6.27244358721e-05
23	1	7.84067743453e-05
24	0	0.0450958286359
24	1	0.0570125427594
25	0	0.671428571429
25	1	0.671428571429
26	0	0.206572769953
26	1	0.669749009247
27	0	0.24358974359
27	1	0.24358974359
28	0	0.0140515222482
28	1	0.023166023166
29	0	0.357142857143
29	1	0.384615384615
30	0	0.00559617967468
30	1	0.0055957621428
31	0	0.0344827586207
31	1	0.0309278350515
32	0	0.527777777778
32	1	0.527777777778
33	0	0.530532724505
33	1	0.771929824561
33	2	0.178476050348
33	3	0.714285714286
33	4	1.0
34	0	0.0
34	1	0.00227100173196
34	2	0.00203705500049
34	3	0.00233786064736
35	0	0.462686567164
35	1	0.462686567164
36	0	0.307692307692
36	1	0.765957446809
37	0	0.433962264151
37	1	0.452830188679
38	0	0.394736842105
38	1	0.591269841269
38	2	0.675563909774
39	0	0.119718309859
39	1	0.0540509807638
39	2	0.397589382448
39	3	0.352770597283
40	0	0.00312798679294
40	1	0.467532467532
40	2	0.00312798679294
41	0	0.296482859767
41	1	0.51677852349
42	0	0.0
42	1	0.0
42	2	0.0
43	0	0.0
43	1	0.280155642023
43	2	0.280155642023
44	0	0.00687971593431
44	1	0.0173766816143
45	0	0.185840707965
45	1	0.264150943396
46	0	0.0215767634855
46	1	0.0215767634855
47	0	0.755102040816
47	1	0.174528301887
48	0	0.0
48	1	0.303773237387
48	2	0.353940256455
49	0	0.0140845070423
49	1	0.0188679245283
50	0	0.125
50	1	0.09375
51	0	0.0161113145368
51	1	0.00396203814613
51	2	0.95652173913
52	0	0.0526315789474
52	1	0.0714285714286
53	0	0.130434782609
53	1	0.0
54	0	0.769230769231
54	1	0.769230769231
55	0	0.0
55	1	0.538461538462
55	2	0.56862745098
56	0	0.160714285714
56	1	0.160714285714
57	0	1.0
57	1	0.0727272727273
58	0	0.0909090909091
58	1	0.100200400802
59	0	0.000473709142586
59	1	0.000710732054016
60	0	1.0
60	1	0.161290322581
61	0	0.941176470588
61	1	0.941176470588
62	0	0.000857142857143
62	1	0.000857020425653
63	0	1.0
63	1	0.504941757854
64	0	0.0985576923077
64	1	0.0985576923077
65	0	0.0019116875328
65	1	0.0039510381159
65	2	0.00387449669528
65	3	0.0
66	0	0.000888212155818
66	1	0.0007408191343
67	0	0.00254410890108
67	1	0.00254410890108
68	0	0.568106312292
68	1	0.934426229508
69	0	0.0412698412698
69	1	0.0412698412698
70	0	0.247058823529
70	1	0.124834408036
70	2	0.124713711336
70	3	0.0445859872611
71	0	1.0
71	1	0.361427424952
71	2	0.00309370514943
