Character Number	State Number	SimJ Partial Recall
1	0	0.121140682838
1	1	0.198739693893
1	2	0.146115520543
2	0	0.152542372881
2	1	0.125326370757
3	0	0.0
3	1	0.0
4	0	0.0
4	1	0.0
5	0	0.00831505847951
5	1	0.550580431177
5	2	0.0
6	0	0.738095238095
6	1	0.407039363032
6	2	0.192649049626
6	3	0.157826649418
6	4	0.0
7	0	0.0
7	1	0.0322580645161
8	0	0.0840711695761
8	1	0.267326732673
9	0	0.0995260663507
9	1	0.137254901961
10	0	0.0
10	1	0.872727272727
10	2	0.0
11	0	0.13468013468
11	1	0.833333333333
12	0	0.0756302521008
12	1	0.103448275862
13	0	0.141592920354
13	1	0.0
14	0	0.22679077318
14	1	0.451154013645
15	0	0.0
15	1	0.0
16	0	0.0
16	1	0.0
17	0	0.0035279025016
17	1	0.0035279025016
18	0	0.00324587503381
18	1	0.00324587503381
19	0	0.0
19	1	1.0
19	2	1.0
20	0	0.683193708326
20	1	0.00353205097609
21	0	0.0
21	1	0.117021276596
22	0	0.738461538462
22	1	0.547945205479
23	0	6.27244358721e-05
23	1	7.84067743453e-05
24	0	0.0220515270682
24	1	0.0570125427594
25	0	0.423076923077
25	1	0.423076923077
26	0	0.178282009724
26	1	0.669749009247
27	0	0.240963855422
27	1	0.240963855422
28	0	0.40625
28	1	0.403125
29	0	0.0526315789474
29	1	0.0526315789474
30	0	0.00437266791045
30	1	0.00437241298898
31	0	0.818181818182
31	1	0.818181818182
32	0	0.351851851852
32	1	0.351851851852
33	0	0.530532724505
33	1	0.771929824561
33	2	0.271495856001
33	3	1.0
33	4	1.0
34	0	0.0
34	1	0.417920792079
34	2	0.415841584158
34	3	0.409029126213
35	0	0.0
35	1	0.0
36	0	0.545454545455
36	1	0.545454545455
37	0	0.183673469388
37	1	0.375
38	0	1.0
38	1	0.483333333333
38	2	0.614285714286
39	0	0.00373134328358
39	1	0.070657046493
39	2	0.070657046493
39	3	0.086652720261
40	0	0.00312798679294
40	1	0.467532467532
40	2	0.00312798679294
41	0	0.296482859767
41	1	0.51677852349
42	0	0.0
42	1	0.0
42	2	0.0
43	0	0.0
43	1	0.161943319838
43	2	0.161943319838
44	0	0.000580888759802
44	1	0.000726216412491
45	0	0.189189189189
45	1	0.269230769231
46	0	0.0573770491803
46	1	0.0573770491803
47	0	0.755102040816
47	1	0.712360415864
48	0	0.0
48	1	0.314085949135
48	2	0.69696969697
49	0	0.0152284263959
49	1	0.0204081632653
50	0	0.0434782608696
50	1	0.0326086956522
51	0	0.0138121546961
51	1	0.150684931507
51	2	1.0
52	0	0.0526315789474
52	1	0.0714285714286
53	0	0.130434782609
53	1	0.00729927007299
54	0	0.769230769231
54	1	0.769230769231
55	0	0.0
55	1	0.00387328814497
55	2	1.0
56	0	0.160714285714
56	1	0.160714285714
57	0	1.0
57	1	0.0727272727273
58	0	0.0909090909091
58	1	0.125
59	0	0.000710732054016
59	1	0.000473709142586
60	0	1.0
60	1	0.107142857143
61	0	0.941176470588
61	1	0.941176470588
62	0	0.00307827616535
62	1	0.00307692307692
63	0	1.0
63	1	1.0
64	0	0.566820276498
64	1	0.0052601193149
65	0	0.542553191489
65	1	0.6375
65	2	0.00724123242936
65	3	0.0
66	0	0.000888212155818
66	1	0.000888212155818
67	0	0.00254410890108
67	1	0.00254410890108
68	0	0.408740359897
68	1	0.630952380952
69	0	0.0445205479452
69	1	0.0412698412698
70	0	0.252525252525
70	1	0.127205475117
70	2	0.00236859914279
70	3	0.013691128149
71	0	0.194444444444
71	1	0.224489795918
71	2	0.24329059829
72	0	0.00284090909091
72	1	0.00202839756592
73	0	0.0641711229947
73	1	0.0511111111111
74	0	1.0
74	1	1.0
75	0	0.240601503759
75	1	0.705128205128
76	0	0.0318203088442
76	1	0.065732237796
77	0	0.904761904762
77	1	0.288495575221
78	0	1.0
78	1	1.0
79	0	0.00202565833896
79	1	0.0020254873829
80	0	1.0
80	1	1.0
81	0	0.579545454545
81	1	0.957746478873
82	0	0.61870561616
82	1	0.340732662569
82	2	0.504155946962
83	0	0.0491803278689
83	1	0.0666666666667
84	0	1.0
84	1	1.0
85	0	0.714285714286
85	1	0.714285714286
85	2	1.0
86	0	0.00319359253815
86	1	0.12148030951
87	0	0.1
87	1	0.1
88	0	1.0
88	1	1.0
89	0	0.0
89	1	0.0
90	0	0.00255904462334
90	1	0.00250613202517
91	0	0.00033383408446
91	1	0.201728363214
92	0	0.0157303370787
92	1	0.218883157659
93	0	1.0
93	1	1.0
94	0	0.00887648998225
94	1	0.00887648998225
94	2	0.0
95	0	0.506493506494
95	1	0.609375
96	0	1.0
96	1	1.0
97	0	0.00177698800533
97	1	0.00212822559191
98	0	0.0
98	1	0.0
98	2	0.111111111111
99	0	1.0
99	1	1.0
100	0	0.0853146853147
100	1	0.897058823529
101	0	0.0618892508143
101	1	0.0616883116883
102	0	0.398056377802
102	1	0.0196001568013
102	2	1.0
103	0	0.0
103	1	0.0
104	0	1.0
104	1	0.785714285715
105	0	0.0
105	1	0.0
106	0	0.109467455621
106	1	0.0816777041943
107	0	1.0
107	1	0.555555555556
108	0	0.0
108	1	0.00111141983884
109	0	1.0
109	1	1.0
110	0	0.41935483871
110	1	0.41935483871
110	2	0.0459363957597
111	0	0.00219220477772
111	1	0.149057430951
112	0	0.0358095238095
112	1	0.0
113	0	0.0
113	1	0.0
114	0	0.0
114	1	0.0
115	0	0.506094884264
115	1	0.58904109589
115	2	0.702540725657
115	3	0.0
116	0	0.00224430907342
116	1	0.00224430907342
117	0	0.149163518618
117	1	0.0500550055006
118	0	1.0
118	1	1.0
119	0	0.00110184164961
119	1	0.00110166824048
120	0	0.179624664879
120	1	0.124074074074
121	0	0.955223880597
121	1	0.0
122	0	0.00212636695018
122	1	0.00212636695018
123	0	0.0714285714286
123	1	0.0229885057471
124	0	0.423631123919
124	1	1.0
125	0	0.00347226408498
125	1	0.356642242753
125	2	0.0
126	0	0.0
126	1	0.0
127	0	0.00740459464591
127	1	1.0
127	2	0.1240063593
128	0	0.0
128	1	0.0
129	0	0.32
129	1	0.258022727272
130	0	0.0405405405405
130	1	0.0
131	0	0.0
131	1	0.000606749262615
132	0	0.451219512195
132	1	0.353333333333
133	0	0.078698152077
133	1	0.11493635357
134	0	0.948051948052
134	1	0.948051948052
134	2	0.75
135	0	0.525423728814
135	1	0.525423728814
136	0	1.0
136	1	1.0
137	0	1.0
137	1	1.0
137	2	0.0
138	0	1.0
138	1	1.0
139	0	0.20207253886
139	1	0.288888888889
140	0	0.0
140	1	0.0
141	0	0.35
141	1	0.46511627907
142	0	1.0
142	1	1.0
142	2	1.0
143	0	0.231884057971
143	1	0.231884057971
144	0	0.485714285714
144	1	0.485714285714
145	0	0.372881355932
145	1	0.372881355932
145	2	0.372881355932
145	3	0.372881355932
146	0	0.0765103338633
146	1	0.0765027322404
147	0	1.0
147	1	1.0
148	0	0.0147058823529
148	1	0.0078125
148	2	0.00735294117647
149	0	1.0
149	1	1.0
150	0	0.0
150	1	0.0
150	2	0.0
150	3	0.0
151	0	0.025641025641
151	1	0.0344827586207
152	0	0.0
152	1	0.0
153	0	0.944444444444
153	1	0.944444444444
154	0	0.367647058824
154	1	0.367647058824
155	0	0.00226208803293
155	1	0.260748850186
156	0	1.0
156	1	1.0
157	0	1.0
157	1	1.0
158	0	0.103448275862
158	1	0.142857142857
159	0	0.0407523510972
159	1	0.042904290429
160	0	0.0714285714286
160	1	0.0229885057471
161	0	0.03125
161	1	0.166666666667
162	0	0.933333333333
162	1	0.933333333333
163	0	1.0
163	1	1.0
164	0	0.00437743190661
164	1	0.0110154624454
165	0	0.0303951367781
165	1	0.030303030303
166	0	0.724137931034
166	1	0.0
166	2	0.0
167	0	0.0
167	1	0.0
168	0	0.0531914893617
168	1	0.0
169	0	0.0763630905475
169	1	0.685185185185
170	0	0.774193548387
170	1	0.122549019608
170	2	0.122549019608
171	0	0.0314960629921
171	1	0.047619047619
172	0	0.0
172	1	0.0
173	0	1.0
173	1	1.0
174	0	1.0
174	1	1.0
175	0	0.56064690027
175	1	0.744038155803
176	0	0.0
176	1	0.0
177	0	1.0
