Character Number	State Number	SimJ Partial Precision
1	0	0.0211821038322
1	1	0.023487544484
1	2	0.064077669903
2	0	0.0090361445783
2	1	0.0179796396407
3	0	0.0
3	1	0.0
4	0	0.0
4	1	0.0
5	0	0.0
5	1	0.0
5	2	0.0
6	0	0.386713882878
6	1	0.305650813123
6	2	0.20853256137
6	3	0.141379310345
6	4	0.165322580645
7	0	0.0171428571429
7	1	0.0
8	0	0.102531910442
8	1	0.00485026381778
9	0	0.103884372177
9	1	0.0964285714285
10	0	0.0
10	1	0.096551724138
10	2	0.0
11	0	0.145432874634
11	1	0.156640208054
12	0	0.041095890411
12	1	0.0555555555556
13	0	0.142857142857
13	1	0.0
14	0	0.000505900651112
14	1	0.225577006823
15	0	0.0
15	1	0.0
16	0	0.0
16	1	0.0
17	0	0.00324587503381
17	1	0.00324587503381
18	0	0.00277328403051
18	1	0.00277328403051
19	0	0.0
19	1	0.0
19	2	0.04329004329
20	0	0.683193708326
20	1	0.00846585058918
21	0	0.0
21	1	0.0794024714919
22	0	0.738461538462
22	1	0.547945205479
23	0	0.00145233936943
23	1	0.00306270764119
24	0	0.0225479143179
24	1	0.0285062713797
25	0	0.262295081967
25	1	0.262295081967
26	0	0.0399767608898
26	1	0.5
27	0	0.0
27	1	0.0
28	0	0.0677083333333
28	1	0.0603472030862
29	0	0.0729166666667
29	1	0.0625
30	0	0.000737723835436
30	1	0.000737723835436
31	0	0.0
31	1	0.0108695652174
32	0	0.0528959810875
32	1	0.0528959810875
33	0	0.440303914963
33	1	0.316833751044
33	2	0.0
33	3	1.0
33	4	1.0
34	0	0.0
34	1	0.00214166318429
34	2	0.00214166318429
34	3	0.00225472943247
35	0	0.152777777778
35	1	0.152777777778
36	0	0.0
36	1	0.152173913044
37	0	0.0629984051036
37	1	0.272207792208
38	0	0.0
38	1	0.0
38	2	0.0301075268817
39	0	0.125
39	1	0.0049751243781
39	2	0.0169262499111
39	3	0.0045871559633
40	0	0.00147191103116
40	1	0.230769230769
40	2	0.00147191103116
41	0	0.0276854453047
41	1	0.13953488372
42	0	0.008356545961
42	1	0.0196078431373
42	2	0.008356545961
43	0	0.0
43	1	0.00397851601353
43	2	0.00397851601353
44	0	0.037950174261
44	1	0.0483552631579
45	0	0.555555555556
45	1	0.909090909091
46	0	0.00151515151515
46	1	0.0202567847146
47	0	0.00261054005547
47	1	0.00294730615253
48	0	0.0
48	1	0.350879150582
48	2	0.466449626995
49	0	0.0647118816931
49	1	0.0357203751066
50	0	0.5
50	1	0.375
51	0	0.0643564356437
51	1	0.0126336248785
51	2	0.0942028985507
52	0	0.0526315789474
52	1	0.0714285714286
53	0	0.0491803278689
53	1	0.00138121546961
54	0	0.46875
54	1	0.46875
55	0	0.0
55	1	0.260465116279
55	2	1.0
56	0	0.080357142857
56	1	0.080357142857
57	0	0.492169739833
57	1	0.0875
58	0	0.0582857142857
58	1	0.0637843665769
59	0	0.000236854571293
59	1	0.000710732054016
60	0	0.269886363636
60	1	0.00872727272727
61	0	0.941176470588
61	1	0.941176470588
62	0	0.00127334465195
62	1	0.000636672325975
63	0	0.333333333333
63	1	0.25
64	0	0.00100976102322
64	1	0.00100976102322
65	0	0.486914893617
65	1	0.698630136986
65	2	0.669985775249
65	3	0.0
66	0	0.0970965309199
66	1	0.0970965309199
67	0	0.00168488539558
67	1	0.00112356271523
68	0	0.0998122918558
68	1	0.146514629948
69	0	0.0383480825959
69	1	0.0383480825959
70	0	0.131578947369
70	1	0.131578947369
70	2	0.131578947369
70	3	0.0
71	0	0.0689655172414
71	1	0.0182648401826
71	2	0.098901098901
72	0	0.0143540669856
72	1	0.0192307692308
73	0	0.189393939394
73	1	0.181818181818
74	0	0.666666666667
74	1	0.666666666667
75	0	0.36176727909
75	1	0.421921921922
76	0	0.0105891570321
76	1	0.0105891570321
77	0	0.193181644242
77	1	0.268512396694
78	0	0.5
78	1	0.5
79	0	0.0525113857599
79	1	0.0525113857599
80	0	1.0
80	1	1.0
81	0	0.173210161663
81	1	0.245098039216
82	0	0.647713659542
82	1	0.448187350657
82	2	0.5
83	0	0.0
83	1	0.0
84	0	1.0
84	1	1.0
85	0	0.048128342246
85	1	0.06050955414
85	2	1.0
86	0	0.0064967516242
86	1	0.00650642168183
87	0	0.076923076923
87	1	0.076923076923
88	0	1.0
88	1	0.58940397351
89	0	0.141791044776
89	1	0.141791044776
90	0	0.221403596403
90	1	0.217907092907
91	0	0.00033383408446
91	1	0.100864181607
92	0	0.168844541644
92	1	0.0592544958889
93	0	1.0
93	1	1.0
94	0	0.00295882999408
94	1	0.00295882999408
94	2	0.0
95	0	0.0232558139535
95	1	0.0234375
96	0	0.0
96	1	0.0
97	0	0.0882352941176
97	1	0.060606060606
98	0	0.0
98	1	0.0
98	2	0.101321585903
99	0	0.326086956521
99	1	0.326086956521
100	0	0.466254861588
100	1	0.0
101	0	0.123376623377
101	1	0.123376623377
102	0	0.0078400627205
102	1	0.00980007840065
102	2	0.666666666667
103	0	0.0
103	1	0.0
104	0	1.0
104	1	0.75
105	0	0.0
105	1	0.0
106	0	0.0584670231729
106	1	0.0852631578947
107	0	0.200921852085
107	1	0.167061923584
108	0	0.0
108	1	0.194805194805
109	0	0.157894736842
109	1	0.157894736842
110	0	0.41935483871
110	1	0.240483106559
110	2	0.0459363957597
111	0	0.00249825489548
111	1	0.000986708456675
112	0	0.106060606061
112	1	0.0
113	0	0.0
113	1	0.0
114	0	0.0
114	1	0.0
115	0	0.29748059643
115	1	0.304054054054
115	2	0.425733024691
115	3	0.613333333333
116	0	0.0001819410511
116	1	9.09657968604e-05
117	0	0.0690978886756
117	1	0.0703125
118	0	0.0
118	1	0.0
119	0	0.0292271054341
119	1	0.04009009009
120	0	0.337905274167
120	1	0.22435707821
121	0	0.616176470588
121	1	0.0
122	0	0.0941704035874
122	1	0.12962962963
123	0	0.00221402214022
123	1	0.00233236552925
124	0	0.0208981325339
124	1	0.0389389389389
125	0	1.20085500877e-05
125	1	0.000445832745895
125	2	0.0
126	0	0.0
126	1	0.0
127	0	0.00339884734743
127	1	0.23128766502
127	2	0.0298760279164
128	0	0.0
128	1	0.0
129	0	0.303408076086
129	1	0.360944363211
130	0	0.000248015873016
130	1	0.0
131	0	0.00112685125564
131	1	0.00169491525423
132	0	0.294642857143
132	1	0.201680672269
133	0	0.0703250449011
133	1	0.0756294451422
134	0	0.733333333333
134	1	0.733333333333
134	2	0.964912280702
135	0	0.114942528736
135	1	0.114942528736
136	0	0.090909090909
136	1	0.090909090909
137	0	0.5
137	1	0.5
137	2	0.0
138	0	0.220453241538
138	1	0.220453241538
139	0	0.0206264117083
139	1	0.0205455271075
140	0	0.0
140	1	0.0
141	0	0.0118685772181
141	1	0.0433757111569
142	0	0.037037037037
142	1	0.037037037037
142	2	0.0307136404697
143	0	0.0335365853658
143	1	0.0335365853658
144	0	0.405277525023
144	1	0.485714285714
145	0	0.372881355932
145	1	0.372881355932
145	2	0.0
145	3	0.372881355932
146	0	0.0363964403316
146	1	0.0365499765499
147	0	0.0366666666668
147	1	0.0366666666668
148	0	0.0326086956522
148	1	0.0064691118581
148	2	0.0163043478261
149	0	1.0
149	1	1.0
150	0	0.0
150	1	0.0
150	2	0.0
150	3	0.0
151	0	0.0137614678899
151	1	0.0185185185185
152	0	0.0
152	1	0.0
